agent_type,question_id,runs,avg_em,avg_f1,pass_at_k,answer_consistency,trace_similarity,avg_latency_seconds,blank_predictions
reflexion,5ac54c435542993e66e822d1,5,1.0,1.0,1,1.0,0.7086417770158908,4.766800000000001,0
reflexion,5adbcc085542996e6852523c,5,0.0,0.9411764705882352,0,1.0,0.5780640251693616,4.9738,0
reflexion,5adbd70c55429947ff173843,5,1.0,1.0,1,1.0,0.6228206083811492,4.7700000000000005,0
reflexion,5adcbb815542994ed6169bde,5,0.0,0.8,0,1.0,0.6918132119980859,4.5116,0
reflexion,5adcdf455542994ed6169c11,5,1.0,1.0,1,1.0,0.5936995156112532,4.752,0
reflexion,5add0f635542994ed6169c56,5,1.0,1.0,1,1.0,0.5949899972464131,6.9778,0
reflexion,5add67705542992ae4cec54f,5,0.0,0.8571428571428571,0,1.0,0.5688185473746984,5.6739999999999995,0
reflexion,5add8f055542990dbb2f7e6d,5,0.0,0.0,0,1.0,0.619918098601723,7.6902,0
reflexion,5addcb215542997dc7907033,5,0.0,0.8,0,1.0,0.6742175426091102,5.462,0
reflexion,5ade25ed5542997c77aded70,5,0.0,0.6133333333333334,0,0.6,0.5062970423886284,8.378800000000002,0
reflexion,5adef1b35542993a75d263af,5,0.0,0.8,0,1.0,0.639804921951775,4.5973999999999995,0
reflexion,5adf3e835542993a75d26442,5,0.0,0.0,0,0.6,0.4056016227289076,8.4906,0
reflexion,5ae129115542990adbacf722,5,1.0,1.0,1,1.0,0.6451212875301339,5.1134,0
reflexion,5ae12a4b55429920d52342df,5,1.0,1.0,1,1.0,0.6385651014791882,4.163,0
reflexion,5ae1338d55429901ffe4ade1,5,0.0,0.0,0,1.0,0.6132071912815877,5.9704,0
reflexion,5ae143ed55429920d5234360,5,1.0,1.0,1,1.0,0.619960165552838,4.0896,0
reflexion,5ae1443855429920d5234362,5,1.0,1.0,1,1.0,0.7041038342685358,4.4106000000000005,0
reflexion,5ae14b5c55429920d52343aa,5,1.0,1.0,1,1.0,0.6144759419669042,8.3452,0
reflexion,5ae1925a554299492dc91b48,5,0.0,0.4,0,1.0,0.6455337061532435,4.5916,0
reflexion,5ae1d0e8554299234fd0430a,5,0.0,0.5,0,1.0,0.6745299116349949,5.8877999999999995,0
reflexion,5ae1d4e8554299234fd04312,5,0.0,0.6666666666666666,0,1.0,0.5936473265463078,5.1074,0
reflexion,5ae1ebf95542997283cd22f2,5,1.0,1.0,1,1.0,0.6972333550678298,5.523000000000001,0
reflexion,5ae2133e554299495565d9e3,5,1.0,1.0,1,1.0,0.7483310622222563,5.4124,0
reflexion,5ae22eae554299495565da30,5,1.0,1.0,1,1.0,0.6338286759822466,5.127999999999999,0
reflexion,5ae34b275542992e3233c371,5,0.0,0.6,0,1.0,0.6853474959551928,4.581200000000001,0
reflexion,5ae35e8c5542990afbd1e120,5,0.0,0.27076023391812865,0,0.4,0.6258675152503874,8.7296,0
reflexion,5ae361605542994393b9e69b,5,1.0,1.0,1,1.0,0.6863956221305815,4.660200000000001,0
reflexion,5ae361805542992e3233c3c9,5,1.0,1.0,1,1.0,0.5438583091542403,6.305399999999999,0
reflexion,5ae382ee5542992e3233c430,5,0.0,0.3333333333333333,0,1.0,0.616367197125874,3.8088,0
reflexion,5ae489ab5542995ad6573d62,5,1.0,1.0,1,1.0,0.6566121148606207,6.2951999999999995,0
reflexion,5ae497f15542995ad6573db8,5,0.0,0.5,0,1.0,0.5912141118732391,5.6712,0
reflexion,5ae518655542993aec5ec139,5,0.0,0.6666666666666666,0,1.0,0.5726509630699552,3.9852000000000003,0
reflexion,5ae528ed5542993aec5ec16e,5,1.0,1.0,1,1.0,0.7628006749809038,5.6484000000000005,0
reflexion,5ae531695542990ba0bbb1fb,5,1.0,1.0,1,1.0,0.695999415850016,4.2172,0
reflexion,5ae588cb55429960a22e0300,5,1.0,1.0,1,1.0,0.6853506026877023,5.8634,0
reflexion,5ae5cf625542996de7b71a22,5,0.0,0.8,0,1.0,0.6545302052162326,5.845400000000001,0
reflexion,5ae788fa55429952e35ea964,5,0.8,0.8,1,0.8,0.5203808198685416,6.398999999999999,0
reflexion,5ae7cb9b5542994a481bbde2,5,1.0,1.0,1,1.0,0.6298786975216447,5.905600000000001,0
reflexion,5ae80919554299540e5a56f6,5,0.0,0.8571428571428571,0,0.6,0.6375411336302246,4.8906,0
reflexion,5ae8167b55429952e35eaa06,5,1.0,1.0,1,1.0,0.6097670870258086,5.9398,0
